City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,bishkek,42.87,74.59,27.11,29,99,2.38,KG,1722886130
367,kismayo,-0.3582,42.5454,24.54,79,38,7.46,SO,1722886188
368,muli,2.9167,73.5667,28.3,73,100,2.76,MV,1722886189
369,ketchikan,55.3422,-131.6461,22.26,56,0,3.6,US,1722886190
370,turpan,42.9333,89.1667,37.0,18,5,3.1,CN,1722886193
371,fort stockton,30.894,-102.8793,33.42,39,0,5.66,US,1722886194
372,yuzhno-kurilsk,44.0306,145.8556,16.13,99,100,2.58,RU,1722886195
373,tambura,5.6,27.4667,21.51,91,100,1.6,SS,1722886196
374,princeton,25.5384,-80.4089,34.45,65,75,6.17,US,1722886198
375,beyneu,45.3167,55.2,33.85,24,0,4.7,KZ,1722886199
376,strelka,58.0728,93.0344,16.25,97,39,0.71,RU,1722886200
377,shumikha,55.2261,63.2961,16.48,95,100,2.92,RU,1722886201
378,mil'kovo,55.6078,37.7956,20.19,65,3,1.67,RU,1722886202
379,nouadhibou,20.931,-17.0347,23.99,78,27,8.75,MR,1722885916
380,bac lieu,9.285,105.7244,25.78,89,55,3.55,VN,1722886204
381,timimoun,29.2639,0.231,42.21,10,0,1.54,DZ,1722886205
382,colonia,50.9333,6.95,24.42,70,0,1.54,DE,1722885935
383,norilsk,69.3535,88.2027,7.81,73,8,1.42,RU,1722886208
384,usogorsk,63.4106,48.6872,13.71,94,99,1.81,RU,1722886209
385,jackson,42.4165,-122.8345,32.79,36,0,1.54,US,1722886210
386,kirakira,-10.4544,161.9205,25.34,88,100,4.59,SB,1722885914
387,tyn nad vltavou,49.2234,14.4206,17.23,87,8,0.37,CZ,1722886212
388,aripuana,-9.1667,-60.6333,36.6,19,3,1.85,BR,1722886213
389,okhotsk,59.3833,143.3,11.49,95,100,5.79,RU,1722886175
390,orda,57.1951,56.9091,14.34,96,60,3.14,RU,1722886215
391,carbonear,47.7332,-53.2148,23.75,94,100,5.56,CA,1722886217
392,ishigaki,24.3448,124.1572,25.07,100,100,4.12,JP,1722886219
393,general levalle,-34.0147,-63.9241,20.71,32,0,5.91,AR,1722886220
394,mirpur sakro,24.5474,67.6277,28.42,82,100,4.89,PK,1722886221
395,keningau,5.3378,116.1602,22.36,97,96,0.51,MY,1722886222
396,manokwari,-0.8667,134.0833,25.94,80,59,2.94,ID,1722886223
397,vetluga,57.8557,45.781,14.87,97,100,1.57,RU,1722886225
398,kiruna,67.8557,20.2251,15.51,72,75,1.54,SE,1722886226
399,ibresi,55.2961,47.0394,18.84,62,100,1.83,RU,1722886227
400,santa ines,-3.6667,-45.38,34.59,29,67,2.21,BR,1722886228
401,porto novo,6.4965,2.6036,25.9,82,99,4.69,BJ,1722886229
402,popilnia,49.9665,29.4435,19.33,55,100,1.8,UA,1722886230
403,savanna-la-mar,18.219,-78.1332,31.07,73,98,1.62,JM,1722886231
404,cidreira,-30.1811,-50.2056,16.35,97,85,3.8,BR,1722886232
405,vetluzhskiy,58.3902,45.4654,14.66,97,100,1.67,RU,1722886233
406,sarupathar,26.1984,93.8094,25.05,95,100,0.73,IN,1722886234
407,salahonda,2.1019,-78.7217,25.76,83,97,5.8,CO,1722886236
408,kavieng,-2.5744,150.7967,27.53,78,100,5.12,PG,1722886237
409,newport,51.5877,-2.9984,21.36,84,84,6.25,GB,1722886238
410,carnarvon,-24.8667,113.6333,16.78,60,0,2.51,AU,1722886239
411,guelmim,28.987,-10.0574,24.01,52,0,4.14,MA,1722886240
412,dese,11.1333,39.6333,13.33,90,100,1.15,ET,1722886241
413,la ronge,55.1001,-105.2842,22.12,37,100,3.6,CA,1722886242
414,altay,47.8667,88.1167,15.48,42,0,2.68,CN,1722886243
415,hohhot,40.8106,111.6522,16.16,88,0,2.0,CN,1722886244
416,quimili,-27.6333,-62.4167,27.33,35,0,2.58,AR,1722886245
417,pasuquin,18.3328,120.6177,25.97,89,40,1.54,PH,1722886246
418,shanhecun,44.7,127.2,21.53,98,83,3.41,CN,1722886248
419,darwin,-12.4611,130.8418,22.99,83,75,3.09,AU,1722886023
420,eregli,37.5133,34.0467,24.68,35,7,1.5,TR,1722886250
421,vilyuchinsk,52.9306,158.4028,12.15,79,100,0.39,RU,1722886251
422,sturgeon bay,44.8342,-87.377,21.99,56,0,4.12,US,1722886252
423,riachao das neves,-11.7461,-44.91,29.83,24,0,3.16,BR,1722886253
424,biltine,14.5333,20.9167,24.15,86,99,3.37,TD,1722885972
425,greenfield,42.9614,-88.0126,26.92,73,100,3.6,US,1722886255
426,al jawf,29.5,38.75,29.13,16,0,3.53,SA,1722886250
427,westport,41.1415,-73.3579,32.74,52,0,2.57,US,1722886002
428,monrovia,6.3005,-10.7969,25.87,83,46,5.13,LR,1722886258
429,kamuli,0.9472,33.1197,18.45,68,59,1.14,UG,1722886260
430,iskateley,67.6803,53.1512,5.94,85,5,5.14,RU,1722886261
431,vilyuysk,63.7553,121.6247,11.11,84,7,2.03,RU,1722886262
432,yarmouth,41.7057,-70.2286,30.92,72,0,4.63,US,1722886263
433,baruun-urt,46.6806,113.2792,17.78,57,72,3.42,MN,1722886264
434,santa luzia,-19.7697,-43.8514,26.6,48,40,4.63,BR,1722886265
435,la sarre,48.8002,-79.1996,20.28,38,84,3.21,CA,1722886266
436,lorengau,-2.0226,147.2712,26.98,81,74,3.29,PG,1722886267
437,cox's bazar,21.4532,91.9798,26.0,93,100,3.77,BD,1722886268
438,tangalle,6.024,80.7911,26.26,83,100,4.41,LK,1722886269
439,inarajan village,13.2736,144.7484,26.54,78,100,2.48,GU,1722886270
440,trairi,-3.2778,-39.2689,27.35,65,100,7.1,BR,1722885977
441,san luis de la loma,17.2706,-100.8939,30.45,67,100,4.3,MX,1722886273
442,kani keli,-12.9536,45.1033,23.59,71,91,1.8,YT,1722886274
443,saint-francois,46.4154,3.9054,23.69,68,0,0.51,FR,1722886275
444,patur,20.45,76.9333,24.51,87,99,4.85,IN,1722886276
445,north bend,43.4065,-124.2243,22.92,72,0,7.72,US,1722886277
446,leua,48.2156,18.6071,15.19,75,0,3.14,SK,1722886278
447,outjo,-20.1167,16.15,19.32,22,0,1.95,NA,1722886281
448,heihe,50.2441,127.4902,20.32,87,1,1.61,CN,1722886282
449,lycksele,64.5954,18.6735,15.93,94,75,0.0,SE,1722886283
450,bani walid,31.7566,13.9942,26.75,64,0,6.82,LY,1722886284
451,al hazm,16.1641,44.7769,31.71,32,100,3.55,YE,1722886285
452,katabu,-4.9333,122.5167,23.76,88,85,3.51,ID,1722886286
453,kazerun,29.6195,51.6541,30.56,21,8,2.15,IR,1722886287
454,kununurra,-15.7667,128.7333,17.99,88,100,2.06,AU,1722886197
455,cururupu,-1.8283,-44.8683,28.79,62,100,2.21,BR,1722886290
456,northam,51.0333,-4.2167,20.22,87,100,6.6,GB,1722886291
457,touros,-5.1989,-35.4608,25.18,74,55,7.18,BR,1722886292
458,bhuj,23.2667,69.6667,27.16,86,100,7.22,IN,1722886289
459,harstad,68.799,16.5293,21.66,73,78,1.1,NO,1722886294
460,bartica,6.4,-58.6167,30.18,59,84,1.22,GY,1722886295
461,alta,69.9689,23.2717,22.59,43,0,3.6,NO,1722886296
462,greymouth,-42.4667,171.2,5.62,91,9,1.75,NZ,1722886297
463,erenhot,43.6475,111.9767,22.96,34,0,5.02,CN,1722886298
464,fernie,49.5,-115.0687,23.05,33,0,2.75,CA,1722886299
465,broome,42.2506,-75.833,28.72,55,20,3.09,US,1722886300
466,coahuayana de hidalgo,18.7,-103.6583,32.82,60,94,3.36,MX,1722886302
467,gelendzhik,44.5731,38.0747,22.07,84,19,2.06,RU,1722886304
468,quellon,-43.1167,-73.6167,7.99,94,100,7.76,CL,1722886305
469,goundam,16.4145,-3.6708,34.42,39,29,1.07,ML,1722886306
470,karaton,-6.3424,106.1045,21.32,97,39,0.41,ID,1722886307
471,hilo,19.7297,-155.09,28.3,77,20,2.24,US,1722886127
472,tomatlan,19.9333,-105.25,32.74,56,60,4.65,MX,1722886309
473,kalabo,-14.97,22.6814,19.93,15,0,1.48,ZM,1722886311
474,bukama,-9.2,25.85,23.75,19,0,0.94,CD,1722886312
475,kargasok,59.0556,80.8572,16.36,93,72,2.67,RU,1722886313
476,ambalangoda,6.2355,80.0538,28.32,85,100,4.14,LK,1722886314
477,retreat,38.8245,-85.8533,35.21,52,0,2.03,US,1722886315
478,jambi city,-1.6,103.6167,23.54,88,4,1.34,ID,1722886316
479,jiuquan,39.7432,98.5174,26.73,29,100,5.47,CN,1722886317
480,meizhou,24.2977,116.1072,25.37,96,100,0.56,CN,1722886304
481,rajin,42.2489,130.3003,22.34,100,100,1.37,KP,1722886319
482,saint john,45.2727,-66.0677,24.57,88,40,2.57,CA,1722886293
483,axim,4.8699,-2.2405,23.39,87,100,3.62,GH,1722886322
484,san antonio de pale,-1.4014,5.6325,22.08,76,100,4.25,GQ,1722886323
485,kharp,66.8014,65.8081,5.82,75,3,2.43,RU,1722886324
486,villa gesell,-37.2639,-56.973,13.36,87,86,7.02,AR,1722886313
487,rio branco do sul,-25.19,-49.3142,24.18,45,12,0.26,BR,1722886326
488,dashitou,43.3067,128.5114,20.68,99,100,2.22,CN,1722886327
489,ancud,-41.8697,-73.8203,8.21,91,100,6.49,CL,1722886063
490,bhum,18.4667,75.6667,24.27,86,100,4.9,IN,1722886330
491,caleta olivia,-46.4393,-67.5281,5.53,94,100,9.18,AR,1722886316
492,khromtau,50.2503,58.4347,22.25,43,40,3.13,KZ,1722886333
493,conceicao do mato dentro,-19.0372,-43.425,23.06,51,0,2.11,BR,1722886334
494,sao joao da barra,-21.6403,-41.0511,26.05,83,0,7.47,BR,1722886335
495,noosa heads,-26.3833,153.15,14.63,74,80,3.24,AU,1722886336
496,moroni,-11.7022,43.2551,23.99,70,9,2.89,KM,1722886337
497,lebork,54.5392,17.7501,18.04,92,67,1.79,PL,1722886338
498,labuan bajo,-8.4964,119.8877,23.52,87,22,2.41,ID,1722886339
499,sechelt,49.4664,-123.7694,26.18,70,3,2.45,CA,1722886340
500,vallenar,-28.5708,-70.7581,19.92,24,99,3.18,CL,1722886341
501,aykol,38.1751,77.2132,26.51,48,99,5.54,CN,1722886343
502,ambatondrazaka,-17.8333,48.4167,14.31,97,24,0.37,MG,1722886344
503,aoulef,26.9667,1.0833,41.01,9,57,4.13,DZ,1722886345
504,tsiombe,-25.3,45.4833,18.03,93,4,1.15,MG,1722886346
505,cape town,-33.9258,18.4232,12.93,68,75,5.14,ZA,1722886347
506,shagonar,51.5333,92.8,15.62,90,100,1.54,RU,1722886348
507,novodvinsk,64.4165,40.8122,12.86,63,100,3.26,RU,1722886349
508,andritz,47.1036,15.4223,20.48,88,67,0.47,AT,1722886350
509,port macquarie,-31.4333,152.9167,12.26,99,100,0.89,AU,1722886351
510,tukrah,32.5341,20.5791,27.8,72,0,3.85,LY,1722886352
511,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,1.0,RU,1722886354
512,selkirk,50.1436,-96.8845,23.93,42,100,0.45,CA,1722886355
513,muravlenko,63.7898,74.523,10.14,85,100,6.37,RU,1722886356
514,tal,35.4791,72.2439,16.37,93,63,0.86,PK,1722886357
515,le port,-20.9373,55.2919,19.0,77,8,1.16,RE,1722886358
516,okha,53.5739,142.9478,12.58,90,100,8.21,RU,1722886359
517,kibaya,-5.3,36.5667,15.29,61,1,2.08,TZ,1722886360
518,bam,29.106,58.357,35.72,11,75,4.29,IR,1722886361
519,gwangju,35.1547,126.9156,23.91,90,76,1.15,KR,1722886020
520,kiama,-34.6833,150.8667,12.78,76,33,0.89,AU,1722886363
521,las heras,-46.5419,-68.9359,1.56,99,100,8.24,AR,1722886365
522,namibe,-15.1961,12.1522,18.07,87,100,0.75,AO,1722886366
523,dhidhdhoo,6.8833,73.1,27.9,77,100,3.24,MV,1722886367
524,fort bragg,35.139,-79.006,31.08,75,75,4.63,US,1722886369
525,bad neustadt an der saale,50.3333,10.2167,16.38,74,29,0.87,DE,1722886370
526,aykhal,66.0,111.5,8.76,85,82,6.55,RU,1722886372
527,moree,-29.4667,149.85,9.57,98,34,3.34,AU,1722886373
528,mokhsogollokh,61.4681,128.9203,12.68,96,100,3.11,RU,1722886374
529,asmara,15.3333,38.9333,16.09,84,100,2.05,ER,1722886375
530,taungdwingyi,20.0167,95.55,23.36,97,100,2.83,MM,1722886376
531,afif,23.9065,42.9172,29.07,34,71,5.87,SA,1722886377
532,sanctuary point,-35.1114,150.629,12.64,82,8,3.54,AU,1722886379
533,puerto lempira,15.2667,-83.7667,30.08,70,75,5.14,HN,1722886380
534,rio gallegos,-51.6226,-69.2181,2.03,69,40,5.14,AR,1722886381
535,muramatsu,37.6833,139.1833,26.59,95,100,0.68,JP,1722886382
536,ambodifotatra,-16.9833,49.85,23.21,80,31,2.94,MG,1722886383
537,zahedan,29.4963,60.8629,27.95,26,5,2.06,IR,1722886384
538,nizhnesortymskiy,62.4397,71.7603,11.93,76,91,6.7,RU,1722886385
539,miri,4.4148,114.0089,26.08,94,20,0.0,MY,1722886386
540,jasper,37.2001,-94.3502,36.11,43,40,2.57,US,1722886233
541,prado,-17.3411,-39.2208,23.18,71,0,2.98,BR,1722886388
542,barcelos,41.5388,-8.6151,25.51,86,0,3.24,PT,1722886390
543,floro,61.5996,5.0328,20.04,68,75,6.69,NO,1722886391
544,kenai,60.5544,-151.2583,20.03,57,0,4.63,US,1722886392
545,nantong,32.0303,120.8747,27.84,82,97,3.3,CN,1722886393
546,kuta,-8.7233,115.1723,25.97,89,20,5.14,ID,1722886255
547,ciudad victoria,23.7333,-99.1333,36.23,42,20,4.12,MX,1722886395
548,pimentel,-6.8367,-79.9342,22.16,64,0,8.75,PE,1722886396
549,galle,6.0367,80.217,28.29,83,98,4.84,LK,1722886397
550,puerto real,36.5282,-6.1901,30.34,78,0,2.58,ES,1722886205
551,morondava,-20.2833,44.2833,21.05,79,0,4.88,MG,1722886399
552,huarmey,-10.0681,-78.1522,20.28,71,0,6.11,PE,1722886401
553,luau,-10.7073,22.2247,21.52,18,0,0.58,AO,1722886402
554,myrzakent,40.6667,68.5333,24.4,26,0,1.87,KZ,1722886403
555,cameron,26.117,-97.5169,34.5,68,40,2.68,US,1722886404
556,tromso,69.6496,18.957,20.01,56,20,4.12,NO,1722886405
557,banda aceh,5.5577,95.3222,26.89,79,98,5.19,ID,1722886406
558,kapuskasing,49.4169,-82.4331,22.05,43,75,6.17,CA,1722886407
559,coronel suarez,-37.4547,-61.9334,15.25,49,99,4.61,AR,1722886202
560,evans,33.5337,-82.1307,26.84,94,100,2.57,US,1722886409
561,paoua,7.2427,16.4406,21.73,92,100,0.11,CF,1722886410
562,nagqu,31.5,92.0,4.27,79,5,1.08,CN,1722886411
563,mont-laurier,46.5501,-75.4993,15.79,96,100,0.47,CA,1722886366
564,namtsy,62.7161,129.6658,13.36,90,100,3.72,RU,1722886414
565,al mijlad,11.0333,27.7333,27.97,62,72,4.51,SD,1722886415
566,prince rupert,54.3161,-130.3201,17.05,87,0,2.57,CA,1722886416
567,saint-philippe,-21.3585,55.7679,18.77,81,16,2.61,RE,1722886417
568,kudahuvadhoo,2.6708,72.8944,28.32,74,100,4.17,MV,1722886418
569,labuan,5.2767,115.2417,26.2,94,40,0.0,MY,1722886419
570,rio grande,-32.035,-52.0986,18.06,92,40,6.9,BR,1722886177
571,ixtapa,20.7,-105.2,33.46,58,40,4.12,MX,1722886421
572,puerto aysen,-45.4,-72.7,5.01,98,100,1.98,CL,1722886284
573,uacu cungo,-11.3634,15.1208,18.8,67,6,1.61,AO,1722886423
574,youhao,47.8667,128.8333,20.46,98,99,1.09,CN,1722886424
575,angra do heroismo,38.65,-27.2167,28.34,85,20,3.13,PT,1722886426
576,nakanojomachi,36.5833,138.85,25.31,92,0,1.87,JP,1722886427
577,bintulu,3.1667,113.0333,25.23,94,20,1.54,MY,1722886428
578,daqing,46.5833,125.0,21.42,83,0,3.25,CN,1722886429
579,cadale,2.7603,46.3222,24.66,80,7,9.71,SO,1722886430
580,saurimo,-9.6608,20.3916,21.0,23,0,0.98,AO,1722886432
581,santa elena de uairen,4.6167,-61.1333,24.8,62,74,4.23,VE,1722886433
582,zhalantun,48.0,122.7167,17.51,76,0,2.49,CN,1722886434
583,spearfish,44.4908,-103.8594,28.48,60,75,4.12,US,1722886435
584,mazagao,-0.115,-51.2894,33.03,45,35,2.45,BR,1722886437
585,weno,7.4515,151.8468,26.97,83,75,1.54,FM,1722886438
586,nova xavantina,-14.6667,-52.35,32.61,18,0,2.75,BR,1722886439
587,carupano,10.6678,-63.2585,27.73,78,94,4.23,VE,1722886440
588,huilong,31.8111,121.655,27.37,86,16,4.15,CN,1722886441
